"url","Value 1","Link 1","Link 1_link","Value 2","Content","Link 2","Link 2_link","Value 3"
"http://www.espn.com/nba/salaries/_/page/8/seasontype/4","305","Bruno Caboclo","http://www.espn.com/nba/player/_/id/3113297/bruno-caboclo",", SF","Toronto Raptors","Toronto Raptors","http://www.espn.com/nba/team/_/name/tor/toronto-raptors","$1,589,640"
"http://www.espn.com/nba/salaries/_/page/8/seasontype/4","306","Delon Wright","http://www.espn.com/nba/player/_/id/3064447/delon-wright",", PG","Toronto Raptors","Toronto Raptors","http://www.espn.com/nba/team/_/name/tor/toronto-raptors","$1,577,280"
"http://www.espn.com/nba/salaries/_/page/8/seasontype/4","307","Caris LeVert","http://www.espn.com/nba/player/_/id/2991043/caris-levert",", SG","Brooklyn Nets","Brooklyn Nets","http://www.espn.com/nba/team/_/name/bkn/brooklyn-nets","$1,562,280"
"http://www.espn.com/nba/salaries/_/page/8/seasontype/4","308","David Lee","http://www.espn.com/nba/player/_/id/2772/david-lee",", PF","San Antonio Spurs","San Antonio Spurs","http://www.espn.com/nba/team/_/name/sa/san-antonio-spurs","$1,551,659"
"http://www.espn.com/nba/salaries/_/page/8/seasontype/4","309","Dahntay Jones","http://www.espn.com/nba/player/_/id/2008/dahntay-jones",", SG","Cleveland Cavaliers","Cleveland Cavaliers","http://www.espn.com/nba/team/_/name/cle/cleveland-cavaliers","$1,551,659"
"http://www.espn.com/nba/salaries/_/page/8/seasontype/4","310","Mitch McGary","http://www.espn.com/nba/player/_/id/2991041/mitch-mcgary",", PF","Oklahoma City Thunder","Oklahoma City Thunder","http://www.espn.com/nba/team/_/name/okc/oklahoma-city-thunder","$1,526,040"
"http://www.espn.com/nba/salaries/_/page/8/seasontype/4","RK","","","NAME","TEAM","","","SALARY"
"http://www.espn.com/nba/salaries/_/page/8/seasontype/4","311","Justin Anderson","http://www.espn.com/nba/player/_/id/2982340/justin-anderson",", SG","Dallas Mavericks","Dallas Mavericks","http://www.espn.com/nba/team/_/name/dal/dallas-mavericks","$1,514,160"
"http://www.espn.com/nba/salaries/_/page/8/seasontype/4","312","Marcelo Huertas","http://www.espn.com/nba/player/_/id/2968363/marcelo-huertas",", PG","Los Angeles Lakers","Los Angeles Lakers","http://www.espn.com/nba/team/_/name/lal/los-angeles-lakers","$1,500,000"
"http://www.espn.com/nba/salaries/_/page/8/seasontype/4","313","DeAndre Bembry","http://www.espn.com/nba/player/_/id/3062667/deandre-bembry",", SF","Atlanta Hawks","Atlanta Hawks","http://www.espn.com/nba/team/_/name/atl/atlanta-hawks","$1,499,760"
"http://www.espn.com/nba/salaries/_/page/8/seasontype/4","314","Jordan Adams","http://www.espn.com/nba/player/_/id/2993873/jordan-adams",", SG","Memphis Grizzlies","Memphis Grizzlies","http://www.espn.com/nba/team/_/name/mem/memphis-grizzlies","$1,465,080"
"http://www.espn.com/nba/salaries/_/page/8/seasontype/4","315","Bobby Portis","http://www.espn.com/nba/player/_/id/3064482/bobby-portis",", PF","Chicago Bulls","Chicago Bulls","http://www.espn.com/nba/team/_/name/chi/chicago-bulls","$1,453,680"
"http://www.espn.com/nba/salaries/_/page/8/seasontype/4","316","Demetrius Jackson","http://www.espn.com/nba/player/_/id/3059273/demetrius-jackson",", PG","Boston Celtics","Boston Celtics","http://www.espn.com/nba/team/_/name/bos/boston-celtics","$1,450,000"
"http://www.espn.com/nba/salaries/_/page/8/seasontype/4","317","Malachi Richardson","http://www.espn.com/nba/player/_/id/3934663/malachi-richardson",", SG","Sacramento Kings","Sacramento Kings","http://www.espn.com/nba/team/_/name/sac/sacramento-kings","$1,439,800"
"http://www.espn.com/nba/salaries/_/page/8/seasontype/4","318","Rodney Hood","http://www.espn.com/nba/player/_/id/2581177/rodney-hood",", SG","Utah Jazz","Utah Jazz","http://www.espn.com/nba/team/_/name/utah/utah-jazz","$1,406,520"
"http://www.espn.com/nba/salaries/_/page/8/seasontype/4","319","Michael Beasley","http://www.espn.com/nba/player/_/id/3418/michael-beasley",", SF","Houston Rockets","Houston Rockets","http://www.espn.com/nba/team/_/name/hou/houston-rockets","$1,403,611"
"http://www.espn.com/nba/salaries/_/page/8/seasontype/4","320","Marreese Speights","http://www.espn.com/nba/player/_/id/3460/marreese-speights",", C","LA Clippers","LA Clippers","http://www.espn.com/nba/team/_/name/lac/la-clippers","$1,403,611"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","RK","","","NAME","TEAM","","","SALARY"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","321","JaVale McGee","http://www.espn.com/nba/player/_/id/3452/javale-mcgee",", C","Dallas Mavericks","Dallas Mavericks","http://www.espn.com/nba/team/_/name/dal/dallas-mavericks","$1,403,611"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","322","Alonzo Gee","http://www.espn.com/nba/player/_/id/4232/alonzo-gee",", SF","New Orleans Pelicans","New Orleans Pelicans","http://www.espn.com/nba/team/_/name/no/new-orleans-pelicans","$1,400,000"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","323","Rondae Hollis-Jefferson","http://www.espn.com/nba/player/_/id/3064291/rondae-hollis-jefferson",", SG","Brooklyn Nets","Brooklyn Nets","http://www.espn.com/nba/team/_/name/bkn/brooklyn-nets","$1,395,600"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","324","Deyonta Davis","http://www.espn.com/nba/player/_/id/3937101/deyonta-davis",", PF","Memphis Grizzlies","Memphis Grizzlies","http://www.espn.com/nba/team/_/name/mem/memphis-grizzlies","$1,369,299"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","325","Nikola Jokic","http://www.espn.com/nba/player/_/id/3112335/nikola-jokic",", C","Denver Nuggets","Denver Nuggets","http://www.espn.com/nba/team/_/name/den/denver-nuggets","$1,358,500"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","326","Shabazz Napier","http://www.espn.com/nba/player/_/id/2530780/shabazz-napier",", PG","Portland Trail Blazers","Portland Trail Blazers","http://www.espn.com/nba/team/_/name/por/portland-trail-blazers","$1,350,120"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","327","Willy Hernangomez","http://www.espn.com/nba/player/_/id/2999409/willy-hernangomez",", C","New York Knicks","New York Knicks","http://www.espn.com/nba/team/_/name/ny/new-york-knicks","$1,350,000"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","328","Guillermo Hernangomez","http://www.espn.com/nba/player/_/id/3934468/guillermo-hernangomez",", C","New York Knicks","New York Knicks","http://www.espn.com/nba/team/_/name/ny/new-york-knicks","$1,350,000"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","329","Tyus Jones","http://www.espn.com/nba/player/_/id/3135046/tyus-jones",", PG","Minnesota Timberwolves","Minnesota Timberwolves","http://www.espn.com/nba/team/_/name/min/minnesota-timberwolves","$1,339,680"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","330","Sasha Kaun","http://www.espn.com/nba/player/_/id/3443/sasha-kaun",", C","Philadelphia 76ers","Philadelphia 76ers","http://www.espn.com/nba/team/_/name/phi/philadelphia-76ers","$1,333,240"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","RK","","","NAME","TEAM","","","SALARY"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","331","Timothe Luwawu-Cabarrot","http://www.espn.com/nba/player/_/id/3893019/timothe-luwawu-cabarrot",", SG","Philadelphia 76ers","Philadelphia 76ers","http://www.espn.com/nba/team/_/name/phi/philadelphia-76ers","$1,326,960"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","332","Toney Douglas","http://www.espn.com/nba/player/_/id/3979/toney-douglas",", PG","New Orleans Pelicans","New Orleans Pelicans","http://www.espn.com/nba/team/_/name/no/new-orleans-pelicans","$1,315,448"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","333","Clint Capela","http://www.espn.com/nba/player/_/id/3102529/clint-capela",", PF","Houston Rockets","Houston Rockets","http://www.espn.com/nba/team/_/name/hou/houston-rockets","$1,296,240"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","334","Jarell Martin","http://www.espn.com/nba/player/_/id/3064517/jarell-martin",", PF","Memphis Grizzlies","Memphis Grizzlies","http://www.espn.com/nba/team/_/name/mem/memphis-grizzlies","$1,286,160"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","335","Brice Johnson","http://www.espn.com/nba/player/_/id/2982330/brice-johnson",", F","LA Clippers","LA Clippers","http://www.espn.com/nba/team/_/name/lac/la-clippers","$1,273,920"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","336","Luke Babbitt","http://www.espn.com/nba/player/_/id/4250/luke-babbitt",", SF","Miami Heat","Miami Heat","http://www.espn.com/nba/team/_/name/mia/miami-heat","$1,227,286"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","337","Jeremy Evans","http://www.espn.com/nba/player/_/id/4295/jeremy-evans",", SF","Indiana Pacers","Indiana Pacers","http://www.espn.com/nba/team/_/name/ind/indiana-pacers","$1,227,286"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","338","Jordan Mickey","http://www.espn.com/nba/player/_/id/3064520/jordan-mickey",", PF","Boston Celtics","Boston Celtics","http://www.espn.com/nba/team/_/name/bos/boston-celtics","$1,223,653"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","339","C.J. Wilcox","http://www.espn.com/nba/player/_/id/2488999/c.j.-wilcox",", SG","Orlando Magic","Orlando Magic","http://www.espn.com/nba/team/_/name/orl/orlando-magic","$1,209,600"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","340","Larry Nance Jr.","http://www.espn.com/nba/player/_/id/2580365/larry-nance-jr.",", PF","Los Angeles Lakers","Los Angeles Lakers","http://www.espn.com/nba/team/_/name/lal/los-angeles-lakers","$1,207,680"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","RK","","","NAME","TEAM","","","SALARY"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","341","R.J. Hunter","http://www.espn.com/nba/player/_/id/2983727/r.j.-hunter",", SG","Boston Celtics","Boston Celtics","http://www.espn.com/nba/team/_/name/bos/boston-celtics","$1,200,240"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","342","Pascal Siakam","http://www.espn.com/nba/player/_/id/3149673/pascal-siakam",", SF","Toronto Raptors","Toronto Raptors","http://www.espn.com/nba/team/_/name/tor/toronto-raptors","$1,196,040"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","343","Kyle Anderson","http://www.espn.com/nba/player/_/id/2993874/kyle-anderson",", SF","San Antonio Spurs","San Antonio Spurs","http://www.espn.com/nba/team/_/name/sa/san-antonio-spurs","$1,192,080"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","344","Josh Huestis","http://www.espn.com/nba/player/_/id/2531364/josh-huestis",", SF","Oklahoma City Thunder","Oklahoma City Thunder","http://www.espn.com/nba/team/_/name/okc/oklahoma-city-thunder","$1,191,480"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","345","Chris McCullough","http://www.espn.com/nba/player/_/id/3153165/chris-mccullough",", PF","Brooklyn Nets","Brooklyn Nets","http://www.espn.com/nba/team/_/name/bkn/brooklyn-nets","$1,191,480"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","346","Livio Jean-Charles","http://www.espn.com/nba/player/_/id/3033028/livio-jean-charles",", SF","San Antonio Spurs","San Antonio Spurs","http://www.espn.com/nba/team/_/name/sa/san-antonio-spurs","$1,188,840"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","347","Skal Labissiere","http://www.espn.com/nba/player/_/id/3936296/skal-labissiere",", PF","Sacramento Kings","Sacramento Kings","http://www.espn.com/nba/team/_/name/sac/sacramento-kings","$1,188,840"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","348","Kevon Looney","http://www.espn.com/nba/player/_/id/3155535/kevon-looney",", SF","Golden State Warriors","Golden State Warriors","http://www.espn.com/nba/team/_/name/gs/golden-state-warriors","$1,182,840"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","349","Dejounte Murray","http://www.espn.com/nba/player/_/id/3907497/dejounte-murray",", PG","San Antonio Spurs","San Antonio Spurs","http://www.espn.com/nba/team/_/name/sa/san-antonio-spurs","$1,180,080"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","350","Damian Jones","http://www.espn.com/nba/player/_/id/3064559/damian-jones",", C","Golden State Warriors","Golden State Warriors","http://www.espn.com/nba/team/_/name/gs/golden-state-warriors","$1,171,560"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","RK","","","NAME","TEAM","","","SALARY"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","351","Isaiah Whitehead","http://www.espn.com/nba/player/_/id/3136477/isaiah-whitehead",", SG","Brooklyn Nets","Brooklyn Nets","http://www.espn.com/nba/team/_/name/bkn/brooklyn-nets","$1,074,145"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","352","Rakeem Christmas","http://www.espn.com/nba/player/_/id/2596110/rakeem-christmas",", PF","Indiana Pacers","Indiana Pacers","http://www.espn.com/nba/team/_/name/ind/indiana-pacers","$1,052,342"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","353","Joe Young","http://www.espn.com/nba/player/_/id/2528386/joe-young",", PG","Indiana Pacers","Indiana Pacers","http://www.espn.com/nba/team/_/name/ind/indiana-pacers","$1,052,342"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","354","Tony Wroten","http://www.espn.com/nba/player/_/id/6630/tony-wroten",", SG","Memphis Grizzlies","Memphis Grizzlies","http://www.espn.com/nba/team/_/name/mem/memphis-grizzlies","$1,050,961"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","355","John Jenkins","http://www.espn.com/nba/player/_/id/6594/john-jenkins",", SG","Phoenix Suns","Phoenix Suns","http://www.espn.com/nba/team/_/name/phx/phoenix-suns","$1,050,961"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","356","Quincy Acy","http://www.espn.com/nba/player/_/id/6576/quincy-acy",", SF","Dallas Mavericks","Dallas Mavericks","http://www.espn.com/nba/team/_/name/dal/dallas-mavericks","$1,050,961"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","357","Glenn Robinson III","http://www.espn.com/nba/player/_/id/2991039/glenn-robinson-iii",", SG","Indiana Pacers","Indiana Pacers","http://www.espn.com/nba/team/_/name/ind/indiana-pacers","$1,050,500"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","358","Montrezl Harrell","http://www.espn.com/nba/player/_/id/2991055/montrezl-harrell",", PF","Houston Rockets","Houston Rockets","http://www.espn.com/nba/team/_/name/hou/houston-rockets","$1,045,000"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","359","Ivica Zubac","http://www.espn.com/nba/player/_/id/4017837/ivica-zubac",", C","Los Angeles Lakers","Los Angeles Lakers","http://www.espn.com/nba/team/_/name/lal/los-angeles-lakers","$1,034,956"
"http://www.espn.com/nba/salaries/_/page/9/seasontype/4","360","Richaun Holmes","http://www.espn.com/nba/player/_/id/2993370/richaun-holmes",", PF","Philadelphia 76ers","Philadelphia 76ers","http://www.espn.com/nba/team/_/name/phi/philadelphia-76ers","$1,025,831"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","RK","","","NAME","TEAM","","","SALARY"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","361","Willie Reed","http://www.espn.com/nba/player/_/id/2326015/willie-reed",", PF","Miami Heat","Miami Heat","http://www.espn.com/nba/team/_/name/mia/miami-heat","$1,015,696"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","362","Jeff Withey","http://www.espn.com/nba/player/_/id/2333797/jeff-withey",", C","Utah Jazz","Utah Jazz","http://www.espn.com/nba/team/_/name/utah/utah-jazz","$1,015,696"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","363","Hollis Thompson","http://www.espn.com/nba/player/_/id/6634/hollis-thompson",", SG","Philadelphia 76ers","Philadelphia 76ers","http://www.espn.com/nba/team/_/name/phi/philadelphia-76ers","$1,015,696"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","364","Robert Covington","http://www.espn.com/nba/player/_/id/2490620/robert-covington",", SF","Philadelphia 76ers","Philadelphia 76ers","http://www.espn.com/nba/team/_/name/phi/philadelphia-76ers","$1,015,696"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","365","Anthony Bennett","http://www.espn.com/nba/player/_/id/2991473/anthony-bennett",", PF","Brooklyn Nets","Brooklyn Nets","http://www.espn.com/nba/team/_/name/bkn/brooklyn-nets","$1,015,696"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","366","Isaiah Canaan","http://www.espn.com/nba/player/_/id/2490589/isaiah-canaan",", PG","Chicago Bulls","Chicago Bulls","http://www.espn.com/nba/team/_/name/chi/chicago-bulls","$1,015,696"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","367","Mike Muscala","http://www.espn.com/nba/player/_/id/2490089/mike-muscala",", PF","Atlanta Hawks","Atlanta Hawks","http://www.espn.com/nba/team/_/name/atl/atlanta-hawks","$1,015,696"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","368","Walter Tavares","http://www.espn.com/nba/player/_/id/3033031/walter-tavares",", C","Atlanta Hawks","Atlanta Hawks","http://www.espn.com/nba/team/_/name/atl/atlanta-hawks","$1,000,000"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","369","Beno Udrih","http://www.espn.com/nba/player/_/id/2448/beno-udrih",", PG","Miami Heat","Miami Heat","http://www.espn.com/nba/team/_/name/mia/miami-heat","$980,431"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","370","Anderson Varejao","http://www.espn.com/nba/player/_/id/2419/anderson-varejao",", C","Golden State Warriors","Golden State Warriors","http://www.espn.com/nba/team/_/name/gs/golden-state-warriors","$980,431"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","RK","","","NAME","TEAM","","","SALARY"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","371","Marcus Thornton","http://www.espn.com/nba/player/_/id/4017/marcus-thornton",", SF","Washington Wizards","Washington Wizards","http://www.espn.com/nba/team/_/name/wsh/washington-wizards","$980,431"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","372","JaMychal Green","http://www.espn.com/nba/player/_/id/2327577/jamychal-green",", PF","Memphis Grizzlies","Memphis Grizzlies","http://www.espn.com/nba/team/_/name/mem/memphis-grizzlies","$980,431"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","373","Brian Roberts","http://www.espn.com/nba/player/_/id/6641/brian-roberts",", PG","Charlotte Hornets","Charlotte Hornets","http://www.espn.com/nba/team/_/name/cha/charlotte-hornets","$980,431"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","374","Devyn Marble","http://www.espn.com/nba/player/_/id/2527968/devyn-marble",", SF","null Unknown","","","$980,431"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","375","Alan Anderson","http://www.espn.com/nba/player/_/id/6569/alan-anderson",", SG","LA Clippers","LA Clippers","http://www.espn.com/nba/team/_/name/lac/la-clippers","$980,431"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","376","James Jones","http://www.espn.com/nba/player/_/id/2009/james-jones",", SG","Cleveland Cavaliers","Cleveland Cavaliers","http://www.espn.com/nba/team/_/name/cle/cleveland-cavaliers","$980,431"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","377","JaKarr Sampson","http://www.espn.com/nba/player/_/id/2608891/jakarr-sampson",", SG","Denver Nuggets","Denver Nuggets","http://www.espn.com/nba/team/_/name/den/denver-nuggets","$980,431"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","378","Jarrett Jack","http://www.espn.com/nba/player/_/id/2768/jarrett-jack",", PG","Atlanta Hawks","Atlanta Hawks","http://www.espn.com/nba/team/_/name/atl/atlanta-hawks","$980,431"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","379","Stephen Zimmerman Jr.","http://www.espn.com/nba/player/_/id/3936102/stephen-zimmerman-jr.",", C","Orlando Magic","Orlando Magic","http://www.espn.com/nba/team/_/name/orl/orlando-magic","$950,000"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","380","Andrew Harrison","http://www.espn.com/nba/player/_/id/3064511/andrew-harrison",", PG","Memphis Grizzlies","Memphis Grizzlies","http://www.espn.com/nba/team/_/name/mem/memphis-grizzlies","$945,000"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","RK","","","NAME","TEAM","","","SALARY"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","381","Raul Neto","http://www.espn.com/nba/player/_/id/2968361/raul-neto",", PG","Utah Jazz","Utah Jazz","http://www.espn.com/nba/team/_/name/utah/utah-jazz","$937,800"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","382","Malcolm Brogdon","http://www.espn.com/nba/player/_/id/2566769/malcolm-brogdon",", SG","Milwaukee Bucks","Milwaukee Bucks","http://www.espn.com/nba/team/_/name/mil/milwaukee-bucks","$925,000"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","383","Tyler Ulis","http://www.espn.com/nba/player/_/id/3136194/tyler-ulis",", PG","Phoenix Suns","Phoenix Suns","http://www.espn.com/nba/team/_/name/phx/phoenix-suns","$918,369"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","384","Josh Richardson","http://www.espn.com/nba/player/_/id/2581190/josh-richardson",", SG","Miami Heat","Miami Heat","http://www.espn.com/nba/team/_/name/mia/miami-heat","$874,636"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","385","Briante Weber","http://www.espn.com/nba/player/_/id/2595229/briante-weber",", PG","Miami Heat","Miami Heat","http://www.espn.com/nba/team/_/name/mia/miami-heat","$874,636"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","386","Aaron Harrison","http://www.espn.com/nba/player/_/id/3064510/aaron-harrison",", SG","Charlotte Hornets","Charlotte Hornets","http://www.espn.com/nba/team/_/name/cha/charlotte-hornets","$874,636"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","387","Christian Wood","http://www.espn.com/nba/player/_/id/3058254/christian-wood",", PF","Charlotte Hornets","Charlotte Hornets","http://www.espn.com/nba/team/_/name/cha/charlotte-hornets","$874,636"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","388","Lamar Patterson","http://www.espn.com/nba/player/_/id/2488721/lamar-patterson",", SG","Sacramento Kings","Sacramento Kings","http://www.espn.com/nba/team/_/name/sac/sacramento-kings","$874,636"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","389","Alan Williams","http://www.espn.com/nba/player/_/id/2579326/alan-williams",", PF","Phoenix Suns","Phoenix Suns","http://www.espn.com/nba/team/_/name/phx/phoenix-suns","$874,636"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","390","Pat Connaughton","http://www.espn.com/nba/player/_/id/2578239/pat-connaughton",", SG","Portland Trail Blazers","Portland Trail Blazers","http://www.espn.com/nba/team/_/name/por/portland-trail-blazers","$874,636"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","RK","","","NAME","TEAM","","","SALARY"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","391","Luis Montero","http://www.espn.com/nba/player/_/id/3911666/luis-montero",", SG","Portland Trail Blazers","Portland Trail Blazers","http://www.espn.com/nba/team/_/name/por/portland-trail-blazers","$874,636"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","392","Cliff Alexander","http://www.espn.com/nba/player/_/id/3133600/cliff-alexander",", PF","Portland Trail Blazers","Portland Trail Blazers","http://www.espn.com/nba/team/_/name/por/portland-trail-blazers","$874,636"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","393","John Holland","http://www.espn.com/nba/player/_/id/2282117/john-holland",", SG","Boston Celtics","Boston Celtics","http://www.espn.com/nba/team/_/name/bos/boston-celtics","$874,636"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","394","Paul Zipser","http://www.espn.com/nba/player/_/id/3893023/paul-zipser",", SF","Chicago Bulls","Chicago Bulls","http://www.espn.com/nba/team/_/name/chi/chicago-bulls","$750,000"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","395","Michael Gbinije","http://www.espn.com/nba/player/_/id/2566747/michael-gbinije",", SG","Detroit Pistons","Detroit Pistons","http://www.espn.com/nba/team/_/name/det/detroit-pistons","$650,000"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","396","Georges Niang","http://www.espn.com/nba/player/_/id/2990969/georges-niang",", SF","Indiana Pacers","Indiana Pacers","http://www.espn.com/nba/team/_/name/ind/indiana-pacers","$650,000"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","397","A.J. Hammons","http://www.espn.com/nba/player/_/id/2991178/a.j.-hammons",", C","Dallas Mavericks","Dallas Mavericks","http://www.espn.com/nba/team/_/name/dal/dallas-mavericks","$650,000"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","398","Jake Layman","http://www.espn.com/nba/player/_/id/2982268/jake-layman",", SF","Portland Trail Blazers","Portland Trail Blazers","http://www.espn.com/nba/team/_/name/por/portland-trail-blazers","$600,000"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","399","Okaro White","http://www.espn.com/nba/player/_/id/2528473/okaro-white",", PF","Miami Heat","Miami Heat","http://www.espn.com/nba/team/_/name/mia/miami-heat","$543,471"
"http://www.espn.com/nba/salaries/_/page/10/seasontype/4","400","Stefan Jankovic","http://www.espn.com/nba/player/_/id/2991327/stefan-jankovic",", PF","Miami Heat","Miami Heat","http://www.espn.com/nba/team/_/name/mia/miami-heat","$543,471"
"http://www.espn.com/nba/salaries/_/page/11/seasontype/4","RK","","","NAME","TEAM","","","SALARY"
"http://www.espn.com/nba/salaries/_/page/11/seasontype/4","401","Rodney McGruder","http://www.espn.com/nba/player/_/id/2488826/rodney-mcgruder",", SG","Miami Heat","Miami Heat","http://www.espn.com/nba/team/_/name/mia/miami-heat","$543,471"
"http://www.espn.com/nba/salaries/_/page/11/seasontype/4","402","Maurice Daly Ndour","http://www.espn.com/nba/player/_/id/3063982/maurice-daly-ndour",", SF","New York Knicks","New York Knicks","http://www.espn.com/nba/team/_/name/ny/new-york-knicks","$543,471"
"http://www.espn.com/nba/salaries/_/page/11/seasontype/4","403","Mike Tobey","http://www.espn.com/nba/player/_/id/2982337/mike-tobey",", C","Charlotte Hornets","Charlotte Hornets","http://www.espn.com/nba/team/_/name/cha/charlotte-hornets","$543,471"
"http://www.espn.com/nba/salaries/_/page/11/seasontype/4","404","Treveon Graham","http://www.espn.com/nba/player/_/id/2595231/treveon-graham",", SG","Charlotte Hornets","Charlotte Hornets","http://www.espn.com/nba/team/_/name/cha/charlotte-hornets","$543,471"
"http://www.espn.com/nba/salaries/_/page/11/seasontype/4","405","Bryn Forbes","http://www.espn.com/nba/player/_/id/2994526/bryn-forbes",", SG","San Antonio Spurs","San Antonio Spurs","http://www.espn.com/nba/team/_/name/sa/san-antonio-spurs","$543,471"
"http://www.espn.com/nba/salaries/_/page/11/seasontype/4","406","Marshall Plumlee","http://www.espn.com/nba/player/_/id/2566748/marshall-plumlee",", C","New York Knicks","New York Knicks","http://www.espn.com/nba/team/_/name/ny/new-york-knicks","$543,471"
"http://www.espn.com/nba/salaries/_/page/11/seasontype/4","407","Dorian Finney-Smith","http://www.espn.com/nba/player/_/id/2578185/dorian-finney-smith",", SF","Dallas Mavericks","Dallas Mavericks","http://www.espn.com/nba/team/_/name/dal/dallas-mavericks","$543,471"
