"url","Value 1","Link 1","Link 1_link","Value 2","Content","Link 2","Link 2_link","Value 3"
"http://www.espn.com/nba/salaries/_/seasontype/4","RK","","","NAME","TEAM","","","SALARY"
"http://www.espn.com/nba/salaries/_/seasontype/4","1","LeBron James","http://www.espn.com/nba/player/_/id/1966/lebron-james",", SF","Cleveland Cavaliers","Cleveland Cavaliers","http://www.espn.com/nba/team/_/name/cle/cleveland-cavaliers","$30,963,450"
"http://www.espn.com/nba/salaries/_/seasontype/4","2","Mike Conley","http://www.espn.com/nba/player/_/id/3195/mike-conley",", PG","Memphis Grizzlies","Memphis Grizzlies","http://www.espn.com/nba/team/_/name/mem/memphis-grizzlies","$26,540,100"
"http://www.espn.com/nba/salaries/_/seasontype/4","3","Al Horford","http://www.espn.com/nba/player/_/id/3213/al-horford",", C","Boston Celtics","Boston Celtics","http://www.espn.com/nba/team/_/name/bos/boston-celtics","$26,540,100"
"http://www.espn.com/nba/salaries/_/seasontype/4","4","Dirk Nowitzki","http://www.espn.com/nba/player/_/id/609/dirk-nowitzki",", PF","Dallas Mavericks","Dallas Mavericks","http://www.espn.com/nba/team/_/name/dal/dallas-mavericks","$25,000,000"
"http://www.espn.com/nba/salaries/_/seasontype/4","5","Carmelo Anthony","http://www.espn.com/nba/player/_/id/1975/carmelo-anthony",", SF","New York Knicks","New York Knicks","http://www.espn.com/nba/team/_/name/ny/new-york-knicks","$24,559,380"
"http://www.espn.com/nba/salaries/_/seasontype/4","6","Damian Lillard","http://www.espn.com/nba/player/_/id/6606/damian-lillard",", PG","Portland Trail Blazers","Portland Trail Blazers","http://www.espn.com/nba/team/_/name/por/portland-trail-blazers","$24,328,425"
"http://www.espn.com/nba/salaries/_/seasontype/4","7","Chris Bosh","http://www.espn.com/nba/player/_/id/1977/chris-bosh",", PF","Miami Heat","Miami Heat","http://www.espn.com/nba/team/_/name/mia/miami-heat","$23,741,060"
"http://www.espn.com/nba/salaries/_/seasontype/4","8","Dwyane Wade","http://www.espn.com/nba/player/_/id/1987/dwyane-wade",", SG","Chicago Bulls","Chicago Bulls","http://www.espn.com/nba/team/_/name/chi/chicago-bulls","$23,200,000"
"http://www.espn.com/nba/salaries/_/seasontype/4","9","Dwight Howard","http://www.espn.com/nba/player/_/id/2384/dwight-howard",", C","Atlanta Hawks","Atlanta Hawks","http://www.espn.com/nba/team/_/name/atl/atlanta-hawks","$23,180,275"
"http://www.espn.com/nba/salaries/_/seasontype/4","10","Chris Paul","http://www.espn.com/nba/player/_/id/2779/chris-paul",", PG","LA Clippers","LA Clippers","http://www.espn.com/nba/team/_/name/lac/la-clippers","$22,868,827"
"http://www.espn.com/nba/salaries/_/seasontype/4","RK","","","NAME","TEAM","","","SALARY"
"http://www.espn.com/nba/salaries/_/seasontype/4","11","Chandler Parsons","http://www.espn.com/nba/player/_/id/6466/chandler-parsons",", SF","Memphis Grizzlies","Memphis Grizzlies","http://www.espn.com/nba/team/_/name/mem/memphis-grizzlies","$22,116,750"
"http://www.espn.com/nba/salaries/_/seasontype/4","12","Bradley Beal","http://www.espn.com/nba/player/_/id/6580/bradley-beal",", SG","Washington Wizards","Washington Wizards","http://www.espn.com/nba/team/_/name/wsh/washington-wizards","$22,116,750"
"http://www.espn.com/nba/salaries/_/seasontype/4","13","Anthony Davis","http://www.espn.com/nba/player/_/id/6583/anthony-davis",", PF","New Orleans Pelicans","New Orleans Pelicans","http://www.espn.com/nba/team/_/name/no/new-orleans-pelicans","$22,116,750"
"http://www.espn.com/nba/salaries/_/seasontype/4","14","Derrick Rose","http://www.espn.com/nba/player/_/id/3456/derrick-rose",", PG","New York Knicks","New York Knicks","http://www.espn.com/nba/team/_/name/ny/new-york-knicks","$21,323,252"
"http://www.espn.com/nba/salaries/_/seasontype/4","15","Marc Gasol","http://www.espn.com/nba/player/_/id/3206/marc-gasol",", C","Memphis Grizzlies","Memphis Grizzlies","http://www.espn.com/nba/team/_/name/mem/memphis-grizzlies","$21,165,675"
"http://www.espn.com/nba/salaries/_/seasontype/4","16","Brook Lopez","http://www.espn.com/nba/player/_/id/3448/brook-lopez",", C","Brooklyn Nets","Brooklyn Nets","http://www.espn.com/nba/team/_/name/bkn/brooklyn-nets","$21,165,675"
"http://www.espn.com/nba/salaries/_/seasontype/4","17","Kevin Love","http://www.espn.com/nba/player/_/id/3449/kevin-love",", PF","Cleveland Cavaliers","Cleveland Cavaliers","http://www.espn.com/nba/team/_/name/cle/cleveland-cavaliers","$21,165,675"
"http://www.espn.com/nba/salaries/_/seasontype/4","18","Nicolas Batum","http://www.espn.com/nba/player/_/id/3416/nicolas-batum",", SG","Charlotte Hornets","Charlotte Hornets","http://www.espn.com/nba/team/_/name/cha/charlotte-hornets","$20,869,566"
"http://www.espn.com/nba/salaries/_/seasontype/4","19","LaMarcus Aldridge","http://www.espn.com/nba/player/_/id/2983/lamarcus-aldridge",", PF","San Antonio Spurs","San Antonio Spurs","http://www.espn.com/nba/team/_/name/sa/san-antonio-spurs","$20,575,005"
"http://www.espn.com/nba/salaries/_/seasontype/4","20","Blake Griffin","http://www.espn.com/nba/player/_/id/3989/blake-griffin",", PF","LA Clippers","LA Clippers","http://www.espn.com/nba/team/_/name/lac/la-clippers","$20,140,839"
"http://www.espn.com/nba/salaries/_/seasontype/4","RK","","","NAME","TEAM","","","SALARY"
"http://www.espn.com/nba/salaries/_/seasontype/4","21","Paul Millsap","http://www.espn.com/nba/player/_/id/3015/paul-millsap",", PF","Atlanta Hawks","Atlanta Hawks","http://www.espn.com/nba/team/_/name/atl/atlanta-hawks","$20,072,033"
"http://www.espn.com/nba/salaries/_/seasontype/4","22","Ryan Anderson","http://www.espn.com/nba/player/_/id/3412/ryan-anderson",", PF","Houston Rockets","Houston Rockets","http://www.espn.com/nba/team/_/name/hou/houston-rockets","$18,735,364"
"http://www.espn.com/nba/salaries/_/seasontype/4","23","Allen Crabbe","http://www.espn.com/nba/player/_/id/2531210/allen-crabbe",", SG","Portland Trail Blazers","Portland Trail Blazers","http://www.espn.com/nba/team/_/name/por/portland-trail-blazers","$18,500,000"
"http://www.espn.com/nba/salaries/_/seasontype/4","24","Paul George","http://www.espn.com/nba/player/_/id/4251/paul-george",", SF","Indiana Pacers","Indiana Pacers","http://www.espn.com/nba/team/_/name/ind/indiana-pacers","$18,314,532"
"http://www.espn.com/nba/salaries/_/seasontype/4","25","Luol Deng","http://www.espn.com/nba/player/_/id/2429/luol-deng",", SF","Los Angeles Lakers","Los Angeles Lakers","http://www.espn.com/nba/team/_/name/lal/los-angeles-lakers","$18,000,000"
"http://www.espn.com/nba/salaries/_/seasontype/4","26","Kawhi Leonard","http://www.espn.com/nba/player/_/id/6450/kawhi-leonard",", SF","San Antonio Spurs","San Antonio Spurs","http://www.espn.com/nba/team/_/name/sa/san-antonio-spurs","$17,638,063"
"http://www.espn.com/nba/salaries/_/seasontype/4","27","Kyrie Irving","http://www.espn.com/nba/player/_/id/6442/kyrie-irving",", PG","Cleveland Cavaliers","Cleveland Cavaliers","http://www.espn.com/nba/team/_/name/cle/cleveland-cavaliers","$17,638,063"
"http://www.espn.com/nba/salaries/_/seasontype/4","28","Jimmy Butler","http://www.espn.com/nba/player/_/id/6430/jimmy-butler",", SG","Chicago Bulls","Chicago Bulls","http://www.espn.com/nba/team/_/name/chi/chicago-bulls","$17,552,209"
"http://www.espn.com/nba/salaries/_/seasontype/4","29","Tobias Harris","http://www.espn.com/nba/player/_/id/6440/tobias-harris",", SF","Detroit Pistons","Detroit Pistons","http://www.espn.com/nba/team/_/name/det/detroit-pistons","$17,200,000"
"http://www.espn.com/nba/salaries/_/seasontype/4","30","Enes Kanter","http://www.espn.com/nba/player/_/id/6447/enes-kanter",", C","Oklahoma City Thunder","Oklahoma City Thunder","http://www.espn.com/nba/team/_/name/okc/oklahoma-city-thunder","$17,145,838"
"http://www.espn.com/nba/salaries/_/seasontype/4","RK","","","NAME","TEAM","","","SALARY"
"http://www.espn.com/nba/salaries/_/seasontype/4","31","Greg Monroe","http://www.espn.com/nba/player/_/id/4260/greg-monroe",", C","Milwaukee Bucks","Milwaukee Bucks","http://www.espn.com/nba/team/_/name/mil/milwaukee-bucks","$17,145,838"
"http://www.espn.com/nba/salaries/_/seasontype/4","32","Wesley Matthews","http://www.espn.com/nba/player/_/id/4032/wesley-matthews",", SG","Dallas Mavericks","Dallas Mavericks","http://www.espn.com/nba/team/_/name/dal/dallas-mavericks","$17,145,838"
"http://www.espn.com/nba/salaries/_/seasontype/4","33","Bismack Biyombo","http://www.espn.com/nba/player/_/id/6427/bismack-biyombo",", C","Orlando Magic","Orlando Magic","http://www.espn.com/nba/team/_/name/orl/orlando-magic","$17,000,000"
"http://www.espn.com/nba/salaries/_/seasontype/4","34","Evan Fournier","http://www.espn.com/nba/player/_/id/6588/evan-fournier",", SG","Orlando Magic","Orlando Magic","http://www.espn.com/nba/team/_/name/orl/orlando-magic","$17,000,000"
"http://www.espn.com/nba/salaries/_/seasontype/4","35","Joakim Noah","http://www.espn.com/nba/player/_/id/3224/joakim-noah",", C","New York Knicks","New York Knicks","http://www.espn.com/nba/team/_/name/ny/new-york-knicks","$17,000,000"
"http://www.espn.com/nba/salaries/_/seasontype/4","36","John Wall","http://www.espn.com/nba/player/_/id/4237/john-wall",", PG","Washington Wizards","Washington Wizards","http://www.espn.com/nba/team/_/name/wsh/washington-wizards","$16,957,900"
"http://www.espn.com/nba/salaries/_/seasontype/4","37","DeMarcus Cousins","http://www.espn.com/nba/player/_/id/4258/demarcus-cousins",", C","Sacramento Kings","Sacramento Kings","http://www.espn.com/nba/team/_/name/sac/sacramento-kings","$16,957,900"
"http://www.espn.com/nba/salaries/_/seasontype/4","38","Klay Thompson","http://www.espn.com/nba/player/_/id/6475/klay-thompson",", SG","Golden State Warriors","Golden State Warriors","http://www.espn.com/nba/team/_/name/gs/golden-state-warriors","$16,663,575"
"http://www.espn.com/nba/salaries/_/seasontype/4","39","Evan Turner","http://www.espn.com/nba/player/_/id/4239/evan-turner",", SG","Portland Trail Blazers","Portland Trail Blazers","http://www.espn.com/nba/team/_/name/por/portland-trail-blazers","$16,393,443"
"http://www.espn.com/nba/salaries/_/seasontype/4","40","Gordon Hayward","http://www.espn.com/nba/player/_/id/4249/gordon-hayward",", SF","Utah Jazz","Utah Jazz","http://www.espn.com/nba/team/_/name/utah/utah-jazz","$16,073,140"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","RK","","","NAME","TEAM","","","SALARY"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","41","Timofey Mozgov","http://www.espn.com/nba/player/_/id/4298/timofey-mozgov",", C","Los Angeles Lakers","Los Angeles Lakers","http://www.espn.com/nba/team/_/name/lal/los-angeles-lakers","$16,000,000"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","42","Ian Mahinmi","http://www.espn.com/nba/player/_/id/2774/ian-mahinmi",", C","Washington Wizards","Washington Wizards","http://www.espn.com/nba/team/_/name/wsh/washington-wizards","$15,944,154"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","43","Goran Dragic","http://www.espn.com/nba/player/_/id/3423/goran-dragic",", PG","Miami Heat","Miami Heat","http://www.espn.com/nba/team/_/name/mia/miami-heat","$15,891,725"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","44","Kent Bazemore","http://www.espn.com/nba/player/_/id/6637/kent-bazemore",", SF","Atlanta Hawks","Atlanta Hawks","http://www.espn.com/nba/team/_/name/atl/atlanta-hawks","$15,730,338"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","45","Pau Gasol","http://www.espn.com/nba/player/_/id/996/pau-gasol",", C","San Antonio Spurs","San Antonio Spurs","http://www.espn.com/nba/team/_/name/sa/san-antonio-spurs","$15,500,000"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","46","Draymond Green","http://www.espn.com/nba/player/_/id/6589/draymond-green",", PF","Golden State Warriors","Golden State Warriors","http://www.espn.com/nba/team/_/name/gs/golden-state-warriors","$15,330,435"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","47","Tristan Thompson","http://www.espn.com/nba/player/_/id/6474/tristan-thompson",", C","Cleveland Cavaliers","Cleveland Cavaliers","http://www.espn.com/nba/team/_/name/cle/cleveland-cavaliers","$15,330,435"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","48","Khris Middleton","http://www.espn.com/nba/player/_/id/6609/khris-middleton",", SG","Milwaukee Bucks","Milwaukee Bucks","http://www.espn.com/nba/team/_/name/mil/milwaukee-bucks","$15,200,000"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","49","Danilo Gallinari","http://www.espn.com/nba/player/_/id/3428/danilo-gallinari",", SF","Denver Nuggets","Denver Nuggets","http://www.espn.com/nba/team/_/name/den/denver-nuggets","$15,050,000"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","50","Jeff Green","http://www.espn.com/nba/player/_/id/3209/jeff-green",", SF","Orlando Magic","Orlando Magic","http://www.espn.com/nba/team/_/name/orl/orlando-magic","$15,000,000"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","RK","","","NAME","TEAM","","","SALARY"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","51","Reggie Jackson","http://www.espn.com/nba/player/_/id/6443/reggie-jackson",", PG","Detroit Pistons","Detroit Pistons","http://www.espn.com/nba/team/_/name/det/detroit-pistons","$14,956,522"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","52","Tony Parker","http://www.espn.com/nba/player/_/id/1015/tony-parker",", PG","San Antonio Spurs","San Antonio Spurs","http://www.espn.com/nba/team/_/name/sa/san-antonio-spurs","$14,445,313"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","53","Jonas Valanciunas","http://www.espn.com/nba/player/_/id/6477/jonas-valanciunas",", C","Toronto Raptors","Toronto Raptors","http://www.espn.com/nba/team/_/name/tor/toronto-raptors","$14,382,023"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","54","DeMarre Carroll","http://www.espn.com/nba/player/_/id/3970/demarre-carroll",", SF","Toronto Raptors","Toronto Raptors","http://www.espn.com/nba/team/_/name/tor/toronto-raptors","$14,200,000"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","55","Thaddeus Young","http://www.espn.com/nba/player/_/id/3244/thaddeus-young",", PF","Indiana Pacers","Indiana Pacers","http://www.espn.com/nba/team/_/name/ind/indiana-pacers","$14,153,652"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","56","Manu Ginobili","http://www.espn.com/nba/player/_/id/272/manu-ginobili",", SG","San Antonio Spurs","San Antonio Spurs","http://www.espn.com/nba/team/_/name/sa/san-antonio-spurs","$14,000,000"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","57","Eric Bledsoe","http://www.espn.com/nba/player/_/id/4238/eric-bledsoe",", PG","Phoenix Suns","Phoenix Suns","http://www.espn.com/nba/team/_/name/phx/phoenix-suns","$14,000,000"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","58","Rajon Rondo","http://www.espn.com/nba/player/_/id/3026/rajon-rondo",", PG","Chicago Bulls","Chicago Bulls","http://www.espn.com/nba/team/_/name/chi/chicago-bulls","$14,000,000"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","59","Ricky Rubio","http://www.espn.com/nba/player/_/id/4011/ricky-rubio",", PG","Minnesota Timberwolves","Minnesota Timberwolves","http://www.espn.com/nba/team/_/name/min/minnesota-timberwolves","$13,400,000"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","60","Rudy Gay","http://www.espn.com/nba/player/_/id/3005/rudy-gay",", SF","Sacramento Kings","Sacramento Kings","http://www.espn.com/nba/team/_/name/sac/sacramento-kings","$13,333,333"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","RK","","","NAME","TEAM","","","SALARY"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","61","Jamal Crawford","http://www.espn.com/nba/player/_/id/165/jamal-crawford",", SG","LA Clippers","LA Clippers","http://www.espn.com/nba/team/_/name/lac/la-clippers","$13,253,012"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","62","Robin Lopez","http://www.espn.com/nba/player/_/id/3447/robin-lopez",", C","Chicago Bulls","Chicago Bulls","http://www.espn.com/nba/team/_/name/chi/chicago-bulls","$13,219,250"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","63","Michael Kidd-Gilchrist","http://www.espn.com/nba/player/_/id/6601/michael-kidd-gilchrist",", SF","Charlotte Hornets","Charlotte Hornets","http://www.espn.com/nba/team/_/name/cha/charlotte-hornets","$13,000,000"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","64","Brandon Knight","http://www.espn.com/nba/player/_/id/6448/brandon-knight",", PG","Phoenix Suns","Phoenix Suns","http://www.espn.com/nba/team/_/name/phx/phoenix-suns","$12,606,250"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","65","John Henson","http://www.espn.com/nba/player/_/id/6592/john-henson",", PF","Milwaukee Bucks","Milwaukee Bucks","http://www.espn.com/nba/team/_/name/mil/milwaukee-bucks","$12,517,606"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","66","Miles Plumlee","http://www.espn.com/nba/player/_/id/6616/miles-plumlee",", C","Milwaukee Bucks","Milwaukee Bucks","http://www.espn.com/nba/team/_/name/mil/milwaukee-bucks","$12,500,000"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","67","Arron Afflalo","http://www.espn.com/nba/player/_/id/3187/arron-afflalo",", SG","Sacramento Kings","Sacramento Kings","http://www.espn.com/nba/team/_/name/sac/sacramento-kings","$12,500,000"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","68","Jordan Clarkson","http://www.espn.com/nba/player/_/id/2528426/jordan-clarkson",", PG","Los Angeles Lakers","Los Angeles Lakers","http://www.espn.com/nba/team/_/name/lal/los-angeles-lakers","$12,500,000"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","69","Tyson Chandler","http://www.espn.com/nba/player/_/id/984/tyson-chandler",", C","Phoenix Suns","Phoenix Suns","http://www.espn.com/nba/team/_/name/phx/phoenix-suns","$12,415,000"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","70","Eric Gordon","http://www.espn.com/nba/player/_/id/3431/eric-gordon",", SG","Houston Rockets","Houston Rockets","http://www.espn.com/nba/team/_/name/hou/houston-rockets","$12,385,364"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","RK","","","NAME","TEAM","","","SALARY"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","71","Marvin Williams","http://www.espn.com/nba/player/_/id/2797/marvin-williams",", PF","Charlotte Hornets","Charlotte Hornets","http://www.espn.com/nba/team/_/name/cha/charlotte-hornets","$12,250,000"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","72","Serge Ibaka","http://www.espn.com/nba/player/_/id/3439/serge-ibaka",", PF","Orlando Magic","Orlando Magic","http://www.espn.com/nba/team/_/name/orl/orlando-magic","$12,250,000"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","73","Stephen Curry","http://www.espn.com/nba/player/_/id/3975/stephen-curry",", PG","Golden State Warriors","Golden State Warriors","http://www.espn.com/nba/team/_/name/gs/golden-state-warriors","$12,112,359"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","74","Nikola Pekovic","http://www.espn.com/nba/player/_/id/3453/nikola-pekovic",", C","Minnesota Timberwolves","Minnesota Timberwolves","http://www.espn.com/nba/team/_/name/min/minnesota-timberwolves","$12,100,000"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","75","Kenneth Faried","http://www.espn.com/nba/player/_/id/6433/kenneth-faried",", PF","Denver Nuggets","Denver Nuggets","http://www.espn.com/nba/team/_/name/den/denver-nuggets","$12,078,652"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","76","Marcin Gortat","http://www.espn.com/nba/player/_/id/2758/marcin-gortat",", C","Washington Wizards","Washington Wizards","http://www.espn.com/nba/team/_/name/wsh/washington-wizards","$12,000,000"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","77","Kemba Walker","http://www.espn.com/nba/player/_/id/6479/kemba-walker",", PG","Charlotte Hornets","Charlotte Hornets","http://www.espn.com/nba/team/_/name/cha/charlotte-hornets","$12,000,000"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","78","Amir Johnson","http://www.espn.com/nba/player/_/id/2769/amir-johnson",", PF","Boston Celtics","Boston Celtics","http://www.espn.com/nba/team/_/name/bos/boston-celtics","$12,000,000"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","79","Nikola Vucevic","http://www.espn.com/nba/player/_/id/6478/nikola-vucevic",", C","Orlando Magic","Orlando Magic","http://www.espn.com/nba/team/_/name/orl/orlando-magic","$11,750,000"
"http://www.espn.com/nba/salaries/_/page/2/seasontype/4","80","Jeremy Lin","http://www.espn.com/nba/player/_/id/4299/jeremy-lin",", PG","Brooklyn Nets","Brooklyn Nets","http://www.espn.com/nba/team/_/name/bkn/brooklyn-nets","$11,483,254"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","RK","","","NAME","TEAM","","","SALARY"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","81","Jrue Holiday","http://www.espn.com/nba/player/_/id/3995/jrue-holiday",", PG","New Orleans Pelicans","New Orleans Pelicans","http://www.espn.com/nba/team/_/name/no/new-orleans-pelicans","$11,286,518"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","82","Courtney Lee","http://www.espn.com/nba/player/_/id/3445/courtney-lee",", SG","New York Knicks","New York Knicks","http://www.espn.com/nba/team/_/name/ny/new-york-knicks","$11,242,000"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","83","Solomon Hill","http://www.espn.com/nba/player/_/id/2488958/solomon-hill",", SF","New Orleans Pelicans","New Orleans Pelicans","http://www.espn.com/nba/team/_/name/no/new-orleans-pelicans","$11,241,218"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","84","Wilson Chandler","http://www.espn.com/nba/player/_/id/3194/wilson-chandler",", SF","Denver Nuggets","Denver Nuggets","http://www.espn.com/nba/team/_/name/den/denver-nuggets","$11,233,146"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","85","Andre Iguodala","http://www.espn.com/nba/player/_/id/2386/andre-iguodala",", SF","Golden State Warriors","Golden State Warriors","http://www.espn.com/nba/team/_/name/gs/golden-state-warriors","$11,131,368"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","86","Derrick Favors","http://www.espn.com/nba/player/_/id/4257/derrick-favors",", PF","Utah Jazz","Utah Jazz","http://www.espn.com/nba/team/_/name/utah/utah-jazz","$11,050,000"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","87","Andrew Bogut","http://www.espn.com/nba/player/_/id/2747/andrew-bogut",", C","Dallas Mavericks","Dallas Mavericks","http://www.espn.com/nba/team/_/name/dal/dallas-mavericks","$11,027,027"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","88","Joe Johnson","http://www.espn.com/nba/player/_/id/1007/joe-johnson",", SF","Utah Jazz","Utah Jazz","http://www.espn.com/nba/team/_/name/utah/utah-jazz","$11,000,000"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","89","Austin Rivers","http://www.espn.com/nba/player/_/id/6617/austin-rivers",", PG","LA Clippers","LA Clippers","http://www.espn.com/nba/team/_/name/lac/la-clippers","$11,000,000"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","90","Jon Leuer","http://www.espn.com/nba/player/_/id/6452/jon-leuer",", PF","Detroit Pistons","Detroit Pistons","http://www.espn.com/nba/team/_/name/det/detroit-pistons","$10,991,957"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","RK","","","NAME","TEAM","","","SALARY"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","91","Monta Ellis","http://www.espn.com/nba/player/_/id/2751/monta-ellis",", SG","Indiana Pacers","Indiana Pacers","http://www.espn.com/nba/team/_/name/ind/indiana-pacers","$10,763,500"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","92","Mirza Teletovic","http://www.espn.com/nba/player/_/id/4385/mirza-teletovic",", PF","Milwaukee Bucks","Milwaukee Bucks","http://www.espn.com/nba/team/_/name/mil/milwaukee-bucks","$10,500,000"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","93","Jared Dudley","http://www.espn.com/nba/player/_/id/3201/jared-dudley",", SF","Phoenix Suns","Phoenix Suns","http://www.espn.com/nba/team/_/name/phx/phoenix-suns","$10,470,000"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","94","Zach Randolph","http://www.espn.com/nba/player/_/id/1017/zach-randolph",", PF","Memphis Grizzlies","Memphis Grizzlies","http://www.espn.com/nba/team/_/name/mem/memphis-grizzlies","$10,361,445"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","95","Al Jefferson","http://www.espn.com/nba/player/_/id/2389/al-jefferson",", C","Indiana Pacers","Indiana Pacers","http://www.espn.com/nba/team/_/name/ind/indiana-pacers","$10,314,532"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","96","Tyreke Evans","http://www.espn.com/nba/player/_/id/3983/tyreke-evans",", SG","New Orleans Pelicans","New Orleans Pelicans","http://www.espn.com/nba/team/_/name/no/new-orleans-pelicans","$10,203,755"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","97","Alec Burks","http://www.espn.com/nba/player/_/id/6429/alec-burks",", SG","Utah Jazz","Utah Jazz","http://www.espn.com/nba/team/_/name/utah/utah-jazz","$10,154,495"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","98","Terrence Ross","http://www.espn.com/nba/player/_/id/6619/terrence-ross",", SF","Toronto Raptors","Toronto Raptors","http://www.espn.com/nba/team/_/name/tor/toronto-raptors","$10,000,000"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","99","Danny Green","http://www.espn.com/nba/player/_/id/3988/danny-green",", SG","San Antonio Spurs","San Antonio Spurs","http://www.espn.com/nba/team/_/name/sa/san-antonio-spurs","$10,000,000"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","100","Omer Asik","http://www.espn.com/nba/player/_/id/3414/omer-asik",", C","New Orleans Pelicans","New Orleans Pelicans","http://www.espn.com/nba/team/_/name/no/new-orleans-pelicans","$9,904,494"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","RK","","","NAME","TEAM","","","SALARY"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","101","Iman Shumpert","http://www.espn.com/nba/player/_/id/6468/iman-shumpert",", SG","Cleveland Cavaliers","Cleveland Cavaliers","http://www.espn.com/nba/team/_/name/cle/cleveland-cavaliers","$9,662,922"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","102","Matthew Dellavedova","http://www.espn.com/nba/player/_/id/2489716/matthew-dellavedova",", PG","Milwaukee Bucks","Milwaukee Bucks","http://www.espn.com/nba/team/_/name/mil/milwaukee-bucks","$9,607,500"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","103","Tiago Splitter","http://www.espn.com/nba/player/_/id/3233/tiago-splitter",", C","Atlanta Hawks","Atlanta Hawks","http://www.espn.com/nba/team/_/name/atl/atlanta-hawks","$9,506,250"
"http://www.espn.com/nba/salaries/_/page/3/seasontype/4","104","Jerryd Bayless","http://www.espn.com/nba/player/_/id/3417/jerryd-bayless",", PG","Philadelphia 76ers","Philadelphia 76ers","http://www.espn.com/nba/team/_/name/phi/philadelphia-76ers","$9,424,084"
